n_steps,n_alphas
11,11

alpha,runtime,acceptance_ratio,sampling_param
0.3,10.54953393,0.9998010397,0.01
step,mean_E,std_E,std_E_blocking
8192,143.09153613984375,4.333451692148899,0.06771018268982655
16384,151.72298897207844,6.950712182587152,0.07679524559973944
32768,158.82107140320173,7.987941242487549,0.06240579095693398
65536,163.72823397690755,7.904725680593088,0.04366785259505328
131072,164.5438772835158,6.247716194597749,0.024405141385147457
262144,168.9922210008402,7.503991036520204,0.020727042765181666
524288,168.3588448772497,7.023810596371909,0.013718380071038885
1048576,169.72553229886742,6.800012097666467,0.009391278645333043
2097152,169.1055456282107,6.357862669760434,0.0062088502634379235
4194304,169.5108138421111,6.659234446847102,0.004598427573121713
8388608,169.7405405663239,6.6757792835527505,0.0032596578532972415

alpha,runtime,acceptance_ratio,sampling_param
0.34,10.4465817,0.9997420311,0.01
step,mean_E,std_E,std_E_blocking
8192,158.22510250424807,1.9119015639651729,0.029873461936955826
16384,161.32451606766764,2.991553050936107,0.033052303884316035
32768,161.7685428335275,3.036618505261213,0.023723582072353228
65536,159.98019149376142,3.719799067149748,0.02054918082057016
131072,159.20934656828612,3.5200645171599376,0.013750252020156006
262144,159.38667372794595,3.60571666140277,0.009959479305918818
524288,160.32400659592744,3.94793598535463,0.007710812471395762
1048576,160.37289941921767,4.277985044051699,0.005908187957936695
2097152,160.70998106506144,4.533210515850647,0.0044269633943853975
4194304,160.66589945087887,4.751604831608963,0.0032811445292475205
8388608,161.08100689342217,4.852154607758682,0.002369216117069669

alpha,runtime,acceptance_ratio,sampling_param
0.38,10.44732397,0.9997001886,0.01
step,mean_E,std_E,std_E_blocking
8192,161.05223488435058,1.3273979895186214,0.02074059358622846
16384,161.90497773965657,2.135282396398335,0.023591760347523822
32768,158.18050530007324,3.770342452010042,0.029455800406328454
65536,155.21934568085126,4.48462083245947,0.024774264075644932
131072,155.6153764706779,3.7104454496672705,0.014493927537762775
262144,155.64823417725577,3.7190149036762574,0.010272424444231706
524288,155.37501182568136,3.523371748856837,0.00688158544698601
1048576,155.7277548308632,3.4997334826346487,0.0048333696834308056
2097152,156.10900680208294,3.5328647750644775,0.003450063256898904
4194304,155.76869647438892,3.424830415189141,0.0023649617294865047
8388608,155.68860173292472,3.3720561433593614,0.0016465117887496882

alpha,runtime,acceptance_ratio,sampling_param
0.42,10.44496628,0.9996557235,0.01
step,mean_E,std_E,std_E_blocking
8192,154.8672986361084,1.0300319430110967,0.016094249109548386
16384,152.32544915717773,2.3332106664859853,0.025778579440766006
32768,152.20592970828332,1.7727394835215686,0.013849527215012255
65536,151.98607670088705,1.7194468848418119,0.009498691813763513
131072,152.2157126720207,1.8171092277250505,0.007098082920800978
262144,151.27413527599208,2.3377695191523196,0.0064572370306399205
524288,151.74561736755714,2.1452672430078583,0.004189975083999723
1048576,152.04961650363052,2.221958084028394,0.003068675056110832
2097152,152.22331744052607,2.275948288312933,0.002222605750305599
4194304,152.19495451178193,2.2442224659103016,0.0015497118399769238
8388608,152.20029460348377,2.177173171465573,0.0010630728376296744

alpha,runtime,acceptance_ratio,sampling_param
0.46,10.45308772,0.9996050596,0.01
step,mean_E,std_E,std_E_blocking
8192,151.6306270395996,0.24356572061068227,0.0038057143845419104
16384,150.6619836402995,0.8854922311319442,0.009783399395646928
32768,150.9698553528739,0.8445144408120469,0.006597769068844116
65536,151.06209584436195,1.0183654879917716,0.005625727674104135
131072,150.8977599761081,1.1181860078135146,0.0043679140930215415
262144,150.79069680803536,1.0194149272751794,0.0028157625309338692
524288,150.67739246565228,0.9652081827389588,0.001885172231912029
1048576,150.53202456361785,0.9675890835139962,0.0013363062545992644
2097152,150.53405734888935,0.977424437190594,0.0009545160519439395
4194304,150.55845918930714,0.9544669647976385,0.0006590918586200702
8388608,150.52780304132685,0.9840836513868915,0.0004805095954037556

alpha,runtime,acceptance_ratio,sampling_param
0.5,10.44591191,0.9995552301,0.01
step,mean_E,std_E,std_E_blocking
8192,150.0,0.0,0.0
16384,150.0,0.0,0.0
32768,150.0,0.0,0.0
65536,150.0,0.0,0.0
131072,150.0,0.0,0.0
262144,150.0,0.0,0.0
524288,150.0,0.0,0.0
1048576,150.0,0.0,0.0
2097152,150.0,0.0,0.0
4194304,150.0,0.0,0.0
8388608,150.0,0.0,0.0

alpha,runtime,acceptance_ratio,sampling_param
0.54,10.44449981,0.9994895458,0.01
step,mean_E,std_E,std_E_blocking
8192,151.73812972033693,0.35657971362262136,0.005571558025353459
16384,151.3474345316488,0.5890093845390488,0.006507695781094941
32768,151.04383789714353,1.0203978760798649,0.007971858406873944
65536,150.97008744911133,0.8430050896333598,0.004656989183238453
131072,150.5966866960914,0.9088991633524839,0.00355038735684564
262144,150.6829461864591,0.868204440925991,0.0023980986235743887
524288,150.58250763402881,0.8280588249821584,0.0016173023925432782
1048576,150.51337473716853,0.8401315819186547,0.001160278786452465
2097152,150.48175929930287,0.8697142976380456,0.000849330368787154
4194304,150.47522937662205,0.9033014393939055,0.0006237603254404295
8388608,150.41668743469452,0.9209072224848935,0.0004496617297289519

alpha,runtime,acceptance_ratio,sampling_param
0.58,10.43715489,0.9994151592,0.01
step,mean_E,std_E,std_E_blocking
8192,149.7404975533447,0.6138291262002189,0.00959108009687842
16384,149.790538783903,0.6732853643206114,0.007438822606011867
32768,150.58503132456056,1.1393880244375472,0.008901468940918337
65536,150.541318323335,1.2514621689085854,0.0069134170783881664
131072,151.40559070304545,1.6752432680602918,0.006543919015860515
262144,151.0935857616149,1.552139182145043,0.004287219300937898
